id,frequency,frequency_percent,characters
976,32540,88.7457613412,炸
977,32456,88.7625341196,载
978,32431,88.7792939783,洛
979,32399,88.7960372999,健
980,32367,88.8127640843,堂
981,32268,88.829439707,旁
982,32179,88.8460693359,宫
983,32112,88.8626643401,喝
984,32027,88.8792154176,借
985,31960,88.8957318705,君
986,31951,88.9122436724,禁
987,31936,88.9287477224,阴
988,31925,88.9452460879,园
989,31910,88.9617367015,谋
990,31748,88.978143596,宋
991,31731,88.9945417051,避
992,31675,89.0109108742,抓
993,31662,89.0272733251,荣
994,31647,89.0436280243,姑
995,31506,89.0599098568,孙
996,31468,89.0761720514,逃
997,31466,89.0924332124,牙
998,31370,89.1086447621,束
999,31324,89.1248325397,跳
1000,31318,89.1410172165,顶
1001,31279,89.1571817387,玉
1002,31170,89.1732899314,镇
1003,30997,89.1893087202,雪
1004,30985,89.2053213076,午
1005,30963,89.2213225257,练
1006,30930,89.2373066899,迫
1007,30930,89.2532908541,爷
1008,30894,89.2692564141,篇
1009,30820,89.2851837319,肉
1010,30765,89.3010826266,嘴
1011,30564,89.3168776475,馆
1012,30545,89.3326628494,遍
1013,30533,89.3484418499,凡
1014,30477,89.3641919105,础
1015,30399,89.3799016618,洞
1016,30343,89.3955824731,卷
1017,30341,89.4112622509,坦
1018,30047,89.4267900938,牛
1019,30001,89.4422941647,宁
1020,30001,89.4577982355,纸
1021,29957,89.4732795678,诸
1022,29911,89.4887371279,训
1023,29700,89.5040856464,私
1024,29679,89.5194233124,庄
1025,29644,89.534742891,祖
1026,29585,89.5500319792,丝
1027,29568,89.565312282,翻
1028,29566,89.5805915513,暴
1029,29533,89.5958537667,森
1030,29454,89.6110751561,塔
1031,29432,89.6262851762,默
1032,29418,89.6414879612,握
1033,29402,89.6566824778,戏
1034,29294,89.6718211815,隐
1035,29271,89.6869479992,熟
1036,29180,89.7020277894,骨
1037,29134,89.7170838075,访
1038,29129,89.7321372417,弱
1039,29019,89.7471338295,蒙
1040,28957,89.7620983767,歌
1041,28926,89.7770469035,店
1042,28916,89.7919902624,鬼
1043,28885,89.8069176011,软
1044,28860,89.82183202,典
1045,28856,89.8367443719,欲
1046,28804,89.8516298509,萨
1047,28724,89.8664739871,伙
1048,28642,89.8812757469,遭
1049,28582,89.8960464997,盘
1050,28526,89.9107883124,爸
1051,28331,89.9254293521,扩
1052,28310,89.9400595392,盖
1053,28205,89.954635464,弄
1054,28184,89.9692005362,雄
1055,28031,89.9836865403,稳
1056,27961,89.9981363694,忘
1057,27897,90.0125531243,亿
1058,27891,90.0269667785,刺
1059,27833,90.0413504592,拥
1060,27812,90.0557232874,徒
1061,27808,90.0700940484,姆
1062,27561,90.0843371635,杨
1063,27480,90.098538419,齐
1064,27472,90.1127355402,赛
1065,27434,90.1269130236,趣
1066,27401,90.1410734531,曲
1067,27292,90.155177553,刀
1068,27283,90.1692770018,床
1069,27228,90.1833480274,迎
1070,27201,90.1974050999,冰
1071,27076,90.2113975742,虚
1072,27043,90.2253729946,玩
1073,27019,90.2393360121,析
1074,26978,90.2532778415,窗
1075,26899,90.2671788448,醒
1076,26847,90.2810529753,妻
1077,26836,90.2949214212,透
1078,26803,90.3087728132,购
1079,26687,90.3225642581,替
1080,26590,90.3363055748,塞
1081,26564,90.3500334551,努
1082,26539,90.3637484158,休
1083,26514,90.3774504569,虎
1084,26509,90.391149914,扬
1085,26485,90.4048369683,途
1086,26466,90.4185142037,侵
1087,26453,90.4321847208,刑
1088,26414,90.4458350834,绿
1089,26386,90.4594709759,兄
1090,26321,90.4730732775,迅
1091,26301,90.4866652433,套
1092,26198,90.5002039803,贸
1093,26148,90.513716878,毕
1094,26041,90.5271744797,唯
1095,26005,90.5406134771,谷
1096,25958,90.5540281856,轮
1097,25924,90.5674253234,库
1098,25920,90.5808203941,迹
1099,25908,90.5942092634,尤
1100,25897,90.607592448,竞
1101,25866,90.6209596123,街
1102,25792,90.6342885345,促
1103,25768,90.6476050539,延
1104,25746,90.6609102039,震
1105,25730,90.6742070855,弃
1106,25620,90.6874471206,甲
1107,25591,90.700672169,伟
1108,25584,90.7138935999,麻
1109,25575,90.7271103797,川
1110,25531,90.740304421,申
1111,25455,90.7534591866,缓
1112,25452,90.7666124018,潜
1113,25427,90.7797526974,闪
1114,25405,90.7928816238,售
1115,25401,90.806008483,灯
1116,25384,90.8191265568,针
1117,25353,90.8322286104,哲
1118,25256,90.8452805357,络
1119,25228,90.8583179911,抵
1120,25195,90.8713383926,朱
1121,25101,90.8843102162,埃
1122,25069,90.8972655028,抱
1123,25016,90.9101933997,鼓
1124,24999,90.9231125113,植
1125,24890,90.9359752933,纯
1126,24888,90.9488370417,夏
1127,24862,90.9616853537,忍
1128,24861,90.974533149,页
1129,24796,90.9873473532,杰
1130,24780,91.0001532888,筑
1131,24737,91.0129370027,折
1132,24716,91.0257098641,郑
1133,24675,91.0384615373,贝
1134,24662,91.0512064923,尊
1135,24632,91.0639359437,吴
1136,24620,91.0766591937,秀
1137,24605,91.089374692,混
1138,24553,91.1020633174,臣
1139,24527,91.1147385064,雅
1140,24469,91.1273837218,振
1141,24444,91.1400160177,染
1142,24387,91.1526188567,盛
1143,24374,91.1652149776,怒
1144,24360,91.1778038635,舞
1145,24267,91.1903446883,圆
1146,24265,91.2028844796,搞
1147,24259,91.2154211702,狂
1148,24172,91.2279129005,措
1149,24142,91.2403891272,姓
1150,24030,91.252807474,残
1151,24030,91.2652258208,秋
1152,24009,91.2776333151,培
1153,23959,91.2900149701,迷
1154,23947,91.3023904237,诚
1155,23918,91.3147508906,宽
1156,23891,91.3270974043,宇
1157,23862,91.3394289311,猛
1158,23853,91.351755807,摆
1159,23824,91.364067696,梅
1160,23773,91.376353229,毁
1161,23732,91.3886175738,伸
1162,23645,91.4008369583,摩
1163,23581,91.4130232686,盟
1164,23526,91.4251811557,末
1165,23520,91.437335942,乃
1166,23500,91.4494803927,悲
1167,23483,91.461616058,拍
1168,23479,91.4737496562,丁
1169,23428,91.4858568983,赵
1170,23364,91.4979310662,硬
1171,23271,91.5099571731,麦
1172,23237,91.5219657093,蒋
1173,23193,91.5339515069,操
1174,23175,91.5459280024,耶
1175,23151,91.557892095,阻
1176,22991,91.5697735021,订
1177,22982,91.581650258,彩
1178,22937,91.5935037587,抽
1179,22909,91.6053427893,赞
1180,22835,91.6171435779,魔
1181,22820,91.6289366146,纷
1182,22781,91.6407094968,沿
1183,22779,91.6524813454,喊
1184,22751,91.664238724,违
1185,22723,91.6759816326,妹
1186,22639,91.6876811313,浪
1187,22608,91.6993646096,汇
1188,22592,91.7110398193,币
1189,22439,91.722635961,丰
1190,22437,91.734231069,蓝
1191,22407,91.7458106736,殊
1192,22396,91.7573845934,献
1193,22336,91.7689275062,桌
1194,22263,91.7804326937,啦
1195,22229,91.7919203104,瓦
1196,22187,91.8033862222,莱
1197,22180,91.8148485165,援
1198,22170,91.8263056429,译
1199,22148,91.8377514001,夺
1200,22098,91.849171318,汽
1201,22078,91.8605809002,烧
1202,21970,91.8719346696,距
1203,21918,91.8832615662,裁
1204,21877,91.8945672746,偏
1205,21862,91.9058652312,符
1206,21819,91.917140966,勇
1207,21719,91.9283650224,触
1208,21705,91.9395818437,课
1209,21646,91.9507681747,敬
1210,21444,91.9618501152,哭
1211,21117,91.9727630669,懂
1212,21101,91.98366775,墙
1213,21098,91.9945708828,袭
1214,21098,92.0054740155,召
1215,21011,92.016332188,罚
1216,20999,92.027184159,侠
1217,20989,92.0380309622,厅
1218,20978,92.0488720808,拜
1219,20964,92.0597059643,巧
1220,20960,92.0705377808,侧
1221,20947,92.081362879,韩
1222,20917,92.0921724736,冒
1223,20902,92.1029743165,债
1224,20897,92.1137735755,曼
1225,20883,92.1245655995,融
1226,20880,92.1353560731,惯
1227,20830,92.1461207074,享
1228,20826,92.1568832746,戴
1229,20813,92.1676391236,童
1230,20747,92.1783608648,犹
1231,20731,92.1890743375,乘
1232,20706,92.1997748905,挂
1233,20690,92.2104671749,奖
1234,20681,92.2211548083,绍
1235,20624,92.2318129849,厚
1236,20599,92.2424582419,纵
1237,20503,92.2530538875,障
1238,20488,92.2636417813,讯
1239,20482,92.2742265745,涉
1240,20461,92.2848005151,彻
1241,20458,92.2953729054,刊
1242,20372,92.3059008521,丈
1243,20340,92.3164122618,爆
1244,20291,92.326898349,乌
1245,20254,92.3373653151,役
1246,20247,92.3478286637,描
1247,20229,92.3582827102,洗
1248,20207,92.3687253874,玛
1249,20203,92.3791659975,患
1250,20165,92.3895869697,妙
1251,20100,92.3999743509,镜
1252,20085,92.4103539803,唱
1253,20076,92.4207289587,烦
1254,20057,92.4310941182,签
1255,20051,92.4414561769,仙
1256,20021,92.4518027321,彼
1257,19905,92.4620893402,弗
1258,19878,92.4723619951,症
1259,19870,92.4826305157,仿
1260,19849,92.4928881839,倾
1261,19752,92.5030957238,牌
1262,19703,92.5132779413,陷
1263,19698,92.5234575749,鸟
1264,19670,92.5336227385,轰
1265,19554,92.543727955,咱
1266,19516,92.5538135337,菜
1267,19515,92.5638985956,闭
1268,19499,92.573975389,奋
1269,19487,92.5840459809,庆
1270,19485,92.5941155392,撤
1271,19411,92.6041468555,泪
1272,19404,92.6141745542,茶
1273,19402,92.6242012194,疾
1274,19330,92.6341906761,缘
1275,19327,92.6441785824,播
1276,19288,92.6541463341,朗
1277,19246,92.6640923808,杜
1278,19219,92.6740244743,奶
1279,19211,92.6839524335,季
1280,19171,92.6938597213,丹
1281,19093,92.7037266999,狗
1282,19076,92.7135848931,尾
1283,19064,92.7234368849,仪
1284,19006,92.7332589032,偷
1285,18989,92.7430721361,奔
1286,18916,92.7528476437,珠
1287,18909,92.7626195338,虫
1288,18901,92.7723872897,驻
1289,18890,92.7821493608,孔
1290,18833,92.7918819753,宜
1291,18825,92.8016104554,艾
1292,18815,92.8113337678,桥
1293,18779,92.8210384758,淡
1294,18710,92.8307075257,翼
1295,18702,92.8403724413,恨
1296,18699,92.8500358065,繁
1297,18684,92.8596914199,寒
1298,18678,92.8693439327,伴
1299,18587,92.878949418,叹
1300,18569,92.8885456012,旦
1301,18540,92.8981267976,愈
1302,18532,92.9077038597,潮
1303,18528,92.9172788546,粮
1304,18495,92.9268367957,缩
1305,18492,92.9363931864,罢
1306,18458,92.9459320064,聚
1307,18428,92.9554553229,径
1308,18420,92.9649745051,恰
1309,18417,92.9744921369,挑
1310,18381,92.9839911645,袋
1311,18298,92.9934472989,灰
1312,18236,93.0028713926,捕
1313,18175,93.0122639624,徐
1314,18144,93.0216405119,珍
1315,18138,93.0310139607,幕
1316,18102,93.0403688052,映
1317,18093,93.0497189986,裂
1318,18069,93.0590567892,泰
1319,18056,93.0683878616,隔
1320,18041,93.0777111822,启
1321,18036,93.0870319189,尖
1322,18021,93.0963449038,忠
1323,18017,93.1056558216,累
1324,17971,93.1149429672,炎
1325,17968,93.1242285625,暂
1326,17943,93.1335012382,估
1327,17928,93.1427661621,泛
1328,17924,93.1520290188,荒
1329,17919,93.1612892917,偿
1330,17912,93.170545947,横
1331,17892,93.1797922666,拒
1332,17869,93.1890267002,瑞
1333,17829,93.1982404624,忆
1334,17817,93.2074480231,孤
1335,17773,93.2166328453,鼻
1336,17764,93.2258130165,闹
1337,17763,93.2349926708,羊
1338,17746,93.2441635398,呆
1339,17726,93.2533240731,厉
1340,17719,93.2624809889,衡
1341,17702,93.2716291193,胞
1342,17675,93.2807632966,零
1343,17672,93.2898959235,穷
1344,17647,93.2990156308,舍
1345,17626,93.3081244856,码
1346,17613,93.3172266221,赫
1347,17603,93.3263235909,婆
1348,17535,93.3353854182,魂
1349,17531,93.3444451784,灾
1350,17526,93.3535023547,洪
1351,17509,93.3625507456,腿
1352,17486,93.3715872505,胆
1353,17470,93.3806154868,津
1354,17463,93.3896401056,俗
1355,17459,93.3986626572,辩
1356,17392,93.4076505843,胸
1357,17316,93.4165992357,晓
1358,17307,93.425543236,劲
1359,17263,93.4344644978,贫
1360,17263,93.4433857596,仁
1361,17246,93.452298236,偶
1362,17169,93.46117092,辑
1363,17153,93.4700353354,邦
1364,17123,93.4788842473,恢
1365,17123,93.4877331591,赖
1366,17115,93.4965779367,圈
1367,17067,93.5053979086,摸
1368,16940,93.5141522488,仰
1369,16922,93.5228972868,润
1370,16920,93.5316412913,堆
1371,16919,93.540384779,碰
1372,16868,93.5491019106,艇
1373,16855,93.5578123241,稍
1374,16808,93.5664984486,迟
1375,16767,93.575163385,辆
1376,16754,93.5838216031,废
1377,16751,93.5924782709,净
1378,16707,93.6011122002,凶
1379,16641,93.6097120216,署
1380,16588,93.6182844534,壁
1381,16586,93.6268558516,御
1382,16453,93.6353585175,奉
1383,16441,93.6438549819,旋
1384,16368,93.6523137209,冬
1385,16360,93.6607683258,矿
1386,16315,93.6691996752,抬
1387,16305,93.6776258568,蛋
1388,16235,93.6860158635,晨
1389,16181,93.6943779638,伏
1390,16180,93.7027395472,吹
1391,16164,93.7110928622,鸡
1392,16102,93.7194141364,倍
1393,16098,93.7277333435,糊
1394,16088,93.7360473827,秦
1395,16080,93.7443572877,盾
1396,16068,93.7526609913,杯
1397,16052,93.7609564262,租
1398,16037,93.7692441094,骑
1399,16010,93.7775178394,乏
1400,15979,93.7857755491,隆
1401,15931,93.7940084531,诊
1402,15917,93.8022341221,奴
1403,15801,93.810399844,摄
1404,15731,93.818529391,丧
1405,15696,93.8266408504,污
1406,15692,93.8347502428,渡
1407,15665,93.8428456819,旗
1408,15654,93.8509354364,甘
1409,15629,93.8590122713,耐
1410,15619,93.8670839383,凭
1411,15600,93.8751457864,扎
1412,15596,93.8832055673,抢
1413,15571,93.8912524287,绪
1414,15557,93.899292055,粗
1415,15528,93.9073166946,肩
1416,15387,93.9152684674,梁
1417,15371,93.9232119718,幻
1418,15365,93.9311523753,菲
1419,15357,93.9390886447,皆
1420,15334,93.9470130279,碎
1421,15331,93.9549358608,宙
1422,15310,93.9628478412,叔
1423,15279,93.9707438013,岩
1424,15268,93.9786340767,荡
1425,15258,93.9865191843,综
1426,15255,93.9944027415,爬
1427,15249,94.0022831981,荷
1428,15234,94.0101559028,悉
1429,15183,94.0180022515,蒂
1430,15179,94.0258465331,返
1431,15158,94.0336799621,井
1432,15151,94.0415097737,壮
1433,15150,94.0493390685,薄
1434,15141,94.0571637122,悄
1435,15140,94.0649878392,扫
1436,15135,94.0728093822,敏
1437,15121,94.0806236902,碍
1438,15118,94.0884364479,殖
1439,15099,94.0962393866,详
1440,15073,94.104028889,迪
1441,15059,94.1118111563,矛
1442,15034,94.119580504,霍
1443,15027,94.1273462342,允
1444,15021,94.1351088637,幅
1445,15003,94.1428621911,撒
1446,14996,94.150611901,剩
1447,14990,94.1583585102,凯
1448,14987,94.166103569,颗
1449,14976,94.1738429431,骂
1450,14946,94.1815668138,赏
1451,14940,94.1892875837,液
1452,14927,94.1970016354,番
1453,14913,94.2047084521,箱
1454,14888,94.2124023492,贴
1455,14869,94.2200864274,漫
1456,14855,94.2277632705,酸
1457,14845,94.2354349459,郎
1458,14841,94.243104554,腰
1459,14833,94.2507700279,舒
1460,14763,94.2583993269,眉
1461,14753,94.266023458,忧
1462,14717,94.2736289848,浮
1463,14713,94.2812324445,辛
1464,14674,94.2888157496,恋
1465,14641,94.2963820007,餐
1466,14620,94.3039373994,吓
1467,14615,94.3114902141,挺
1468,14512,94.3189898,励
1469,14439,94.3264516606,辞
1470,14438,94.3339130043,艘
1471,14434,94.341372281,键
1472,14425,94.3488269065,伍
1473,14424,94.3562810153,峰
1474,14422,94.3637340905,尺
1475,14406,94.3711788972,昨
1476,14389,94.3786149185,黎
1477,14384,94.3860483559,辈
1478,14361,94.3934699072,贯
1479,14329,94.4008749214,侦
1480,14303,94.4082664991,滑
1481,14293,94.4156529091,券
1482,14262,94.4230232987,崇
1483,14252,94.4303885204,扰
1484,14251,94.4377532254,宪
1485,14172,94.4450771043,绕
1486,14160,94.4523947818,趋
1487,14141,94.4597026404,慈
1488,14107,94.4669929283,乔
1489,14067,94.4742625448,阅
1490,14011,94.4815032213,汗
1491,13982,94.488728911,枝
1492,13973,94.4959499497,拖
1493,13959,94.5031637534,墨
1494,13948,94.5103718725,胁
1495,13938,94.5175748237,插
1496,13922,94.5247695063,箭
1497,13892,94.5319486854,腊
1498,13874,94.5391185624,粉
1499,13874,94.5462884393,泥
1500,13868,94.5534552156,氏
1501,13866,94.5606209583,彭
1502,13865,94.5677861842,拔
1503,13854,94.5749457254,骗
1504,13817,94.5820861456,凤
1505,13810,94.5892229483,慧
1506,13802,94.5963556168,媒
1507,13784,94.6034789831,佩
1508,13749,94.6105842619,愤
1509,13748,94.6176890239,扑
1510,13733,94.6247860342,龄
1511,13692,94.6318618562,驱
1512,13687,94.6389350944,惜
1513,13680,94.646004715,豪
1514,13680,94.6530743356,掩
1515,13656,94.6601315534,兼
1516,13645,94.6671830866,跃
1517,13609,94.6742160155,尸
1518,13581,94.6812344744,肃
1519,13566,94.6882451816,帕
1520,13537,94.6952409019,驶
1521,13533,94.7022345552,堡
1522,13521,94.709222007,届
1523,13500,94.7161986063,欣
1524,13492,94.7231710713,惠
1525,13462,94.7301280328,册
1526,13408,94.7370570879,储
1527,13357,94.7439597869,飘
1528,13328,94.7508474992,桑
1529,13316,94.7577290101,闲
1530,13314,94.7646094873,惨
1531,13261,94.771462575,洁
1532,13193,94.7782805213,踪
1533,13183,94.7850932997,勃
1534,13149,94.7918885075,宾
1535,13127,94.7986723459,频
1536,13118,94.8054515333,仇
1537,13082,94.8122121164,磨
1538,13012,94.8189365246,递
1539,12952,94.8256299257,邪
1540,12894,94.8322933532,撞
1541,12885,94.8389521297,拟
1542,12863,94.8455995369,滚
1543,12859,94.8522448769,奏
1544,12852,94.8588865995,巡
1545,12837,94.8655205702,颜
1546,12821,94.8721462724,剂
1547,12789,94.8787554375,绩
1548,12785,94.8853625355,贡
1549,12771,94.8919623984,疯
1550,12758,94.8985555432,坡
1551,12745,94.9051419697,瞧
1552,12718,94.9117144431,截
1553,12708,94.9182817485,燃
1554,12684,94.9248366512,焦
1555,12667,94.9313827685,殿
1556,12654,94.9379221676,伪
1557,12642,94.9444553653,柳
1558,12638,94.9509864958,锁
1559,12623,94.9575098745,逼
1560,12605,94.9640239512,颇
1561,12600,94.9705354439,昏
1562,12587,94.9770402184,劝
1563,12567,94.9835346571,呈
1564,12537,94.9900135924,搜
1565,12536,94.9964920108,勤
1566,12510,95.0029569929,戒
1567,12492,95.0094126728,驾
1568,12488,95.0158662855,漂
1569,12453,95.0223018108,饮
1570,12443,95.0287321682,曹
1571,12435,95.0351583914,朵
1572,12428,95.041580997,仔
1573,12389,95.0479834481,柔
1574,12340,95.0543605766,俩
1575,12274,95.0607035974,孟
1576,12264,95.0670414503,腐
1577,12257,95.0733756857,幼
1578,12242,95.0797021693,践
1579,12205,95.0860095319,籍
1580,12193,95.092310693,牧
